日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-05-09,3133.71,3148.41,3160.75,3126.81,291780759,299717742592.0,1.08,0.09,2.78,0.63
2022-05-10,3108.14,3181.72,3190.07,3099.4,370292913,383636234240.0,2.88,1.06,33.31,0.8
2022-05-11,3181.23,3205.63,3249.97,3180.48,423610120,472538673152.0,2.18,0.75,23.91,0.92
2022-05-12,3191.07,3201.84,3219.81,3178.7,344129193,368583045120.0,1.28,-0.12,-3.79,0.74
2022-05-13,3215.51,3232.58,3234.47,3206.3,331381560,340646821888.0,0.88,0.96,30.74,0.72
2022-05-16,3249.61,3221.49,3251.74,3210.59,337787315,348678352896.0,1.27,-0.34,-11.09,0.73
2022-05-17,3224.39,3242.3,3242.3,3204.57,329816681,351312723968.0,1.17,0.65,20.81,0.71
2022-05-18,3244.61,3233.8,3254.68,3218.67,314561892,338244902912.0,1.11,-0.26,-8.5,0.68
2022-05-19,3192.68,3245.4,3245.4,3188.45,336100257,359510626304.0,1.76,0.36,11.6,0.73
2022-05-20,3256.04,3297.33,3297.33,3256.04,371805233,414711676928.0,1.27,1.6,51.93,0.8
2022-05-23,3301.45,3297.7,3301.53,3277.76,352847283,380706258944.0,0.72,0.01,0.37,0.76
2022-05-24,3300.04,3218.12,3304.36,3218.12,415877507,438193090560.0,2.62,-2.41,-79.58,0.9
2022-05-25,3217.29,3256.4,3256.57,3217.07,341872891,341967921152.0,1.23,1.19,38.28,0.74
2022-05-26,3260.61,3272.82,3283.48,3227.04,369879734,377003786240.0,1.73,0.5,16.42,0.8
2022-05-27,3285.32,3280.26,3302.08,3261.72,358954153,372213432320.0,1.23,0.23,7.44,0.78
2022-05-30,3292.55,3299.85,3301.78,3272.65,348759562,376122322944.0,0.89,0.6,19.59,0.75
2022-05-31,3300.76,3338.94,3341.21,3292.49,373157870,431154319360.0,1.48,1.18,39.09,0.81
2022-06-01,3331.87,3334.46,3343.32,3311.25,365066854,401813680128.0,0.96,-0.13,-4.48,0.79
2022-06-02,3322.03,3348.3,3350.2,3315.15,361100152,412985090048.0,1.05,0.42,13.84,0.78
2022-06-06,3349.85,3390.95,3391.7,3333.85,421423555,516644470784.0,1.73,1.27,42.65,0.91
2022-06-07,3390.0,3396.54,3408.51,3376.57,401647836,481647267840.0,0.94,0.16,5.59,0.87
2022-06-08,3399.98,3419.7,3422.71,3369.6,433762990,507872534528.0,1.56,0.68,23.16,0.94
2022-06-09,3415.16,3393.63,3426.91,3377.34,422330906,467918172160.0,1.45,-0.76,-26.07,0.91
2022-06-10,3367.67,3441.79,3443.72,3364.15,439443269,503321616384.0,2.34,1.42,48.16,0.95
2022-06-13,3411.91,3411.06,3429.38,3383.5,438224228,511503953920.0,1.33,-0.89,-30.73,0.95
2022-06-14,3378.2,3446.12,3446.36,3348.35,450024279,513465749504.0,2.87,1.03,35.06,0.97
2022-06-15,3446.33,3463.62,3519.21,3446.04,549951749,621451669504.0,2.12,0.51,17.5,1.19
2022-06-16,3465.12,3442.85,3478.59,3434.6,432689505,505494110208.0,1.27,-0.6,-20.77,0.94
2022-06-17,3422.03,3475.83,3482.69,3419.34,394835968,496767684608.0,1.84,0.96,32.98,0.85
2022-06-20,3474.8,3474.54,3493.94,3450.91,412813315,527179210752.0,1.24,-0.04,-1.29,0.89
2022-06-21,3472.93,3465.49,3489.3,3437.28,394104100,471354986496.0,1.5,-0.26,-9.05,0.85
2022-06-22,3468.0,3424.06,3470.02,3423.39,375208671,440450867200.0,1.35,-1.2,-41.43,0.81
2022-06-23,3426.04,3479.53,3479.53,3418.91,400053693,473625747456.0,1.77,1.62,55.47,0.86
2022-06-24,3484.37,3510.59,3517.94,3482.52,390375311,509137158144.0,1.02,0.89,31.06,0.84
2022-06-27,3525.56,3541.52,3556.31,3525.56,413631055,541120917504.0,0.88,0.88,30.93,0.89
2022-06-28,3539.93,3573.04,3576.1,3520.17,411618447,525037993984.0,1.58,0.89,31.52,0.89
2022-06-29,3563.04,3522.98,3578.74,3519.79,440120497,560896761856.0,1.65,-1.4,-50.06,0.95
2022-06-30,3520.29,3561.89,3581.24,3520.29,380789097,509845565440.0,1.73,1.1,38.91,0.82
2022-07-01,3563.62,3550.33,3567.6,3540.67,350097398,457998757888.0,0.76,-0.32,-11.56,0.76
2022-07-04,3544.24,3569.06,3569.27,3525.65,357406287,489017716736.0,1.23,0.53,18.73,0.77
2022-07-05,3575.06,3567.64,3589.46,3534.08,411286735,516305739776.0,1.55,-0.04,-1.42,0.89
2022-07-06,3554.02,3516.65,3554.02,3493.32,384272922,487135391744.0,1.7,-1.43,-50.99,0.83
2022-07-07,3514.32,3526.2,3538.17,3492.45,334122880,437936713728.0,1.3,0.27,9.55,0.72
2022-07-08,3542.95,3517.37,3549.18,3515.32,322598835,421536911360.0,0.96,-0.25,-8.83,0.7
2022-07-11,3501.65,3472.7,3501.65,3455.33,342369564,424594427904.0,1.32,-1.27,-44.67,0.74
2022-07-12,3466.01,3439.07,3478.62,3434.4,334358428,410715112705.0,1.27,-0.97,-33.63,0.72
2022-07-13,3437.21,3441.89,3455.33,3423.41,331548114,393728307585.0,0.93,0.08,2.82,0.72
2022-07-14,3434.73,3439.04,3457.39,3417.87,355560620,431446209899.0,1.15,-0.08,-2.85,0.77
2022-07-15,3417.66,3382.68,3446.5,3382.68,379640325,460333662315.0,1.86,-1.64,-56.36,0.82
2022-07-18,3390.09,3435.22,3435.64,3380.73,348014134,422973851596.0,1.62,1.55,52.54,0.75
2022-07-19,3435.88,3436.68,3441.39,3412.11,315388063,395760283625.0,0.85,0.04,1.46,0.68
2022-07-20,3449.42,3463.04,3466.87,3445.39,301277658,383117868606.0,0.63,0.77,26.36,0.65
2022-07-21,3455.66,3428.64,3458.71,3428.64,332089065,420324735013.0,0.87,-0.99,-34.4,0.72
2022-07-22,3433.05,3426.6,3451.36,3402.23,300445608,383310374985.0,1.43,-0.06,-2.04,0.65
2022-07-25,3426.35,3406.14,3429.94,3398.46,271045272,348000388285.0,0.92,-0.6,-20.46,0.59
2022-07-26,3410.11,3434.54,3439.72,3401.55,259273594,334210306568.0,1.12,0.83,28.4,0.56
2022-07-27,3428.61,3432.7,3439.9,3422.28,248884291,339492696239.0,0.51,-0.05,-1.84,0.54
2022-07-28,3445.01,3439.74,3463.91,3434.01,287689075,395511876712.0,0.87,0.21,7.04,0.62
2022-07-29,3439.95,3408.96,3452.52,3401.73,307012998,410237260624.0,1.48,-0.89,-30.78,0.66
2022-08-01,3401.99,3415.75,3420.31,3379.89,291897991,398571753216.0,1.19,0.2,6.79,0.63
2022-08-02,3385.65,3338.49,3385.65,3305.86,393605074,475381253407.0,2.34,-2.26,-77.26,0.85
2022-08-03,3341.24,3314.75,3371.22,3310.32,324540124,454899654624.0,1.82,-0.71,-23.74,0.7
2022-08-04,3331.26,3341.39,3343.35,3306.48,260576843,370773586007.0,1.11,0.8,26.64,0.56
2022-08-05,3347.93,3381.24,3383.25,3336.65,274426491,413704759420.0,1.39,1.19,39.85,0.59
2022-08-08,3372.68,3391.34,3392.44,3367.66,253979278,391787614931.0,0.73,0.3,10.1,0.55
2022-08-09,3390.08,3402.43,3403.84,3381.48,259331780,391062645624.0,0.66,0.33,11.09,0.56
2022-08-10,3397.16,3384.14,3408.47,3371.32,257291538,389773076472.0,1.09,-0.54,-18.29,0.56
2022-08-11,3398.26,3438.4,3438.4,3392.52,300105571,426976748473.0,1.36,1.6,54.26,0.65
2022-08-12,3432.17,3433.36,3445.23,3429.09,299541110,403614714528.0,0.47,-0.15,-5.04,0.65
2022-08-15,3424.44,3432.65,3443.81,3417.58,286722834,386886202739.0,0.76,-0.02,-0.71,0.62
2022-08-16,3435.45,3434.57,3452.53,3427.95,303236623,408726567352.0,0.72,0.06,1.92,0.66
2022-08-17,3438.98,3450.03,3453.66,3419.32,325704585,423544345422.0,1.0,0.45,15.46,0.7
2022-08-18,3443.55,3434.24,3446.49,3427.0,301383389,417802003170.0,0.56,-0.46,-15.79,0.65
2022-08-19,3432.25,3413.93,3443.66,3413.89,333112543,457412207565.0,0.87,-0.59,-20.31,0.72
2022-08-22,3405.17,3434.61,3435.03,3402.48,314135330,427352666027.0,0.95,0.61,20.68,0.68
2022-08-23,3431.09,3433.02,3441.8,3418.75,316003036,417894327918.0,0.67,-0.05,-1.59,0.68
2022-08-24,3436.11,3369.17,3438.95,3366.23,365568731,457825699921.0,2.12,-1.86,-63.85,0.79
2022-08-25,3377.83,3401.72,3403.91,3352.32,335650163,418966764115.0,1.53,0.97,32.55,0.73
2022-08-26,3406.33,3391.19,3422.66,3387.06,309475856,397217886718.0,1.05,-0.31,-10.53,0.67
2022-08-29,3356.47,3396.0,3396.0,3352.17,296579843,363417711294.0,1.29,0.14,4.81,0.64
2022-08-30,3395.42,3381.87,3399.16,3366.58,293870739,353412227306.0,0.96,-0.42,-14.13,0.64
2022-08-31,3370.65,3355.6,3386.91,3336.95,343930127,431348543627.0,1.48,-0.78,-26.27,0.74
2022-09-01,3349.72,3337.62,3368.63,3334.08,274369646,336720593186.0,1.03,-0.54,-17.98,0.59
2022-09-02,3342.52,3339.17,3351.53,3325.87,250158663,313084724178.0,0.77,0.05,1.55,0.54
2022-09-05,3336.53,3353.23,3353.23,3323.99,280330574,339323313531.0,0.88,0.42,14.06,0.61
2022-09-06,3361.63,3398.82,3400.06,3357.23,318455286,378285443594.0,1.28,1.36,45.59,0.69
2022-09-07,3386.92,3401.82,3409.66,3382.4,300727398,368332285136.0,0.8,0.09,3.0,0.65
2022-09-08,3401.05,3390.66,3409.65,3388.8,281276884,328351663645.0,0.61,-0.33,-11.16,0.61
2022-09-09,3396.54,3418.38,3422.75,3391.64,283531298,338332200279.0,0.92,0.82,27.72,0.61
2022-09-13,3428.88,3420.26,3435.3,3415.85,275766286,338715529661.0,0.57,0.05,1.88,0.6
2022-09-14,3379.25,3392.77,3406.67,3376.41,254759584,306088765160.0,0.88,-0.8,-27.49,0.55
2022-09-15,3404.76,3353.31,3410.24,3326.54,324827403,392152149707.0,2.47,-1.16,-39.46,0.7
2022-09-16,3342.73,3276.13,3344.83,3276.13,315983602,354625910185.0,2.05,-2.3,-77.18,0.68
2022-09-19,3272.3,3264.91,3285.75,3249.83,248839289,289613726199.0,1.1,-0.34,-11.22,0.54
2022-09-20,3277.76,3271.98,3290.46,3263.21,219643818,268376809639.0,0.83,0.22,7.07,0.47
2022-09-21,3265.27,3266.51,3279.77,3239.35,232704015,269361186192.0,1.24,-0.17,-5.47,0.5
2022-09-22,3247.19,3257.87,3275.42,3240.92,220899932,269759857297.0,1.06,-0.26,-8.64,0.48
2022-09-23,3255.64,3236.52,3274.46,3219.54,242547415,285123239007.0,1.69,-0.66,-21.35,0.52
2022-09-26,3214.71,3197.92,3251.56,3195.08,261675344,292843834106.0,1.75,-1.19,-38.6,0.57
2022-09-27,3203.37,3242.51,3242.7,3194.86,232287098,289744966721.0,1.5,1.39,44.59,0.5
2022-09-28,3237.5,3191.38,3237.5,3191.17,229772162,275787545554.0,1.43,-1.58,-51.13,0.5
2022-09-29,3214.87,3187.27,3224.54,3171.43,229760654,276187118716.0,1.66,-0.13,-4.11,0.5
2022-09-30,3188.3,3169.6,3201.32,3167.06,203844574,240046911060.0,1.07,-0.55,-17.67,0.44
2022-10-10,3172.22,3116.85,3174.83,3110.67,243098774,289859780009.0,2.02,-1.66,-52.75,0.53
2022-10-11,3120.98,3122.75,3130.22,3095.16,208409109,246533883377.0,1.12,0.19,5.9,0.45
2022-10-12,3119.52,3170.52,3170.52,3074.78,247651437,306566381953.0,3.07,1.53,47.77,0.54
2022-10-13,3152.46,3160.94,3181.79,3148.46,249399805,317544318320.0,1.05,-0.3,-9.58,0.54
2022-10-14,3180.53,3219.29,3232.15,3180.53,276962189,371785837769.0,1.63,1.85,58.35,0.6
2022-10-17,3207.27,3232.84,3235.2,3199.04,262396258,349008526234.0,1.12,0.42,13.55,0.57
2022-10-18,3243.33,3228.64,3248.55,3221.58,245359138,325779119754.0,0.83,-0.13,-4.2,0.53
2022-10-19,3220.52,3190.27,3229.1,3190.27,230624009,312898099214.0,1.2,-1.19,-38.37,0.5
2022-10-20,3174.48,3180.48,3217.44,3158.11,244464462,339846010753.0,1.86,-0.31,-9.79,0.53
2022-10-21,3183.62,3184.52,3201.83,3171.98,244991571,314895633014.0,0.94,0.13,4.04,0.53
2022-10-24,3180.12,3120.1,3211.24,3107.23,297593116,394251589629.0,3.27,-2.02,-64.42,0.64
2022-10-25,3111.39,3119.2,3145.81,3085.57,255144533,337007282473.0,1.93,-0.03,-0.9,0.55
2022-10-26,3120.56,3143.6,3173.79,3120.56,268239399,372314039186.0,1.71,0.78,24.4,0.58
2022-10-27,3149.39,3126.26,3162.25,3125.02,265213609,380791657418.0,1.18,-0.55,-17.34,0.57
2022-10-28,3109.59,3056.0,3117.15,3048.7,292079141,384788965457.0,2.19,-2.25,-70.26,0.63
2022-10-31,3032.14,3032.52,3066.55,3023.66,301409540,396156759540.0,1.4,-0.77,-23.48,0.65
2022-11-01,3038.82,3111.95,3111.95,3035.98,319388047,430634214097.0,2.51,2.62,79.43,0.69
2022-11-02,3102.97,3147.76,3164.22,3096.99,324728827,457232123333.0,2.16,1.15,35.81,0.7
2022-11-03,3124.48,3141.92,3148.15,3120.84,259068761,370391654467.0,0.87,-0.19,-5.84,0.56
2022-11-04,3141.06,3218.44,3229.77,3141.06,329400800,458375218118.0,2.82,2.44,76.52,0.71
2022-11-07,3210.11,3225.78,3236.7,3201.3,320275399,424148731325.0,1.1,0.23,7.34,0.69
2022-11-08,3225.24,3211.87,3226.27,3194.01,256266124,338692950869.0,1.0,-0.43,-13.91,0.55
2022-11-09,3211.84,3194.73,3221.79,3192.68,235354375,306615133062.0,0.91,-0.53,-17.14,0.51
2022-11-10,3177.44,3182.12,3194.56,3168.19,270073803,335690775714.0,0.83,-0.39,-12.61,0.58
2022-11-11,3248.76,3235.8,3267.75,3217.97,409159894,513407843372.0,1.56,1.69,53.68,0.88
2022-11-14,3250.06,3231.77,3271.61,3223.19,361326249,454187421986.0,1.5,-0.12,-4.03,0.78
2022-11-15,3229.39,3284.87,3286.51,3222.42,331050055,446100466253.0,1.98,1.64,53.1,0.72
2022-11-16,3284.41,3270.13,3297.16,3265.26,303039224,386711162439.0,0.97,-0.45,-14.74,0.65
2022-11-17,3260.67,3265.39,3265.39,3235.76,286389892,377507210623.0,0.91,-0.14,-4.74,0.62
2022-11-18,3266.75,3246.33,3277.23,3245.96,299470247,388842689128.0,0.96,-0.58,-19.06,0.65
2022-11-21,3226.19,3233.51,3233.73,3203.26,255795513,344809646485.0,0.94,-0.39,-12.82,0.55
2022-11-22,3232.67,3237.62,3268.23,3224.34,327170549,373889037564.0,1.36,0.13,4.11,0.71
2022-11-23,3233.2,3245.99,3257.88,3223.34,325703796,356138524233.0,1.07,0.26,8.37,0.7
2022-11-24,3253.53,3238.0,3263.12,3233.35,267159970,307989609015.0,0.92,-0.25,-7.99,0.58
2022-11-25,3233.98,3251.0,3261.22,3226.1,311200516,325274212480.0,1.08,0.4,13.0,0.67
2022-11-28,3202.28,3226.7,3228.43,3180.71,305521338,338323719863.0,1.47,-0.75,-24.3,0.66
2022-11-29,3245.14,3301.37,3303.75,3245.14,390972601,438743414995.0,1.82,2.31,74.67,0.84
2022-11-30,3292.59,3303.1,3310.63,3288.41,372144007,404035513726.0,0.67,0.05,1.73,0.8
2022-12-01,3341.57,3317.9,3352.48,3316.93,386632960,461841680801.0,1.08,0.45,14.8,0.84
2022-12-02,3312.75,3308.06,3323.56,3301.46,307437042,365998723622.0,0.67,-0.3,-9.84,0.66
2022-12-05,3335.14,3366.49,3368.2,3329.99,446916125,478882126726.0,1.16,1.77,58.43,0.97
2022-12-06,3354.37,3367.27,3380.14,3348.92,373221172,434948131254.0,0.93,0.02,0.78,0.81
2022-12-07,3359.28,3353.73,3381.47,3342.2,353684368,401856676860.0,1.17,-0.4,-13.54,0.76
2022-12-08,3349.93,3351.4,3361.21,3340.78,320547867,364616896352.0,0.61,-0.07,-2.33,0.69
2022-12-09,3351.15,3361.46,3366.9,3336.27,373000126,447433738164.0,0.91,0.3,10.06,0.81
2022-12-12,3349.82,3332.19,3350.75,3329.61,333038829,394651318362.0,0.63,-0.87,-29.27,0.72
2022-12-13,3332.61,3329.36,3340.78,3324.26,285491640,333303297440.0,0.5,-0.08,-2.83,0.62
2022-12-14,3331.69,3329.56,3343.51,3321.21,265292493,333700899446.0,0.67,0.01,0.2,0.57
2022-12-15,3330.26,3321.31,3332.25,3310.57,242825180,305035754341.0,0.65,-0.25,-8.25,0.52
2022-12-16,3308.16,3320.47,3328.34,3303.41,259414722,306990064133.0,0.75,-0.03,-0.84,0.56
2022-12-19,3317.8,3256.76,3323.0,3245.22,278202603,307740859975.0,2.34,-1.92,-63.71,0.6
2022-12-20,3248.19,3221.71,3250.09,3208.86,218628270,261566213753.0,1.27,-1.08,-35.05,0.47
2022-12-21,3226.5,3216.13,3234.36,3207.89,188911550,226719707868.0,0.82,-0.17,-5.58,0.41
2022-12-22,3234.38,3201.51,3245.34,3191.19,223456472,266173331899.0,1.68,-0.45,-14.62,0.48
2022-12-23,3185.14,3192.64,3209.35,3177.62,191568382,233046046527.0,0.99,-0.28,-8.87,0.41
2022-12-26,3195.08,3213.28,3219.85,3194.19,206276520,255288205871.0,0.8,0.65,20.64,0.45
2022-12-27,3226.05,3244.71,3247.35,3222.43,221973422,267767442734.0,0.78,0.98,31.43,0.48
2022-12-28,3237.41,3236.18,3247.98,3227.8,224389026,260380266799.0,0.62,-0.26,-8.53,0.48
2022-12-29,3224.98,3221.87,3234.72,3212.11,215401188,253714245232.0,0.7,-0.44,-14.31,0.47
2022-12-30,3233.21,3238.19,3245.61,3230.75,217331431,250159025618.0,0.46,0.51,16.32,0.47
2023-01-03,3236.36,3266.76,3270.28,3221.17,281078777,331148246312.0,1.52,0.88,28.57,0.61
2023-01-04,3267.87,3274.16,3279.97,3259.38,273089603,316174171195.0,0.63,0.23,7.4,0.59
2023-01-05,3283.87,3307.39,3311.83,3281.19,256753822,335421250996.0,0.94,1.01,33.23,0.55
2023-01-06,3307.25,3309.93,3323.68,3303.86,257104424,338272320196.0,0.6,0.08,2.54,0.56
2023-01-09,3322.25,3329.24,3337.12,3318.1,257858078,342427067420.0,0.57,0.58,19.31,0.56
2023-01-10,3331.28,3322.38,3331.46,3317.8,232765530,310134047287.0,0.41,-0.21,-6.86,0.5
2023-01-11,3325.38,3314.35,3338.38,3313.36,237391774,308925398062.0,0.75,-0.24,-8.03,0.51
2023-01-12,3320.06,3316.06,3324.58,3305.51,216428262,275160418810.0,0.58,0.05,1.71,0.47
2023-01-13,3323.31,3349.47,3349.47,3320.32,220050309,287878316499.0,0.88,1.01,33.41,0.48
2023-01-16,3352.83,3383.25,3408.21,3351.57,306416966,412855428848.0,1.69,1.01,33.78,0.66
