日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-22,3058.4,3086.92,3105.66,3049.36,342000563,348793630720.0,1.83,0.23,7.11,0.74
2022-04-25,3034.27,2928.51,3043.82,2928.51,433606108,427077210112.0,3.74,-5.13,-158.41,0.93
2022-04-26,2930.45,2886.43,2957.68,2878.26,401615155,395985960960.0,2.71,-1.44,-42.08,0.87
2022-04-27,2866.82,2958.28,2959.18,2863.65,423060191,422928347136.0,3.31,2.49,71.85,0.91
2022-04-28,2945.81,2975.48,2991.51,2936.79,375371776,388743020544.0,1.85,0.58,17.2,0.81
2022-04-29,2986.06,3047.06,3048.49,2968.33,423932795,440422727680.0,2.69,2.41,71.58,0.91
2022-05-05,3044.85,3067.76,3082.23,3042.12,383072876,409352003584.0,1.32,0.68,20.7,0.83
2022-05-06,3011.32,3001.56,3030.69,2992.72,343264218,346214395904.0,1.24,-2.16,-66.2,0.74
2022-05-09,2990.2,3004.14,3015.94,2983.61,292061555,299983257600.0,1.08,0.09,2.58,0.63
2022-05-10,2965.78,3035.84,3043.78,2957.4,370660979,384012599296.0,2.88,1.06,31.7,0.8
2022-05-11,3035.39,3058.7,3100.9,3034.67,423991913,472963383296.0,2.18,0.75,22.86,0.91
2022-05-12,3044.8,3054.99,3072.16,3032.95,344440476,368879652864.0,1.28,-0.12,-3.71,0.74
2022-05-13,3068.03,3084.28,3086.1,3059.25,331737851,340942192640.0,0.88,0.96,29.29,0.71
2022-05-16,3100.55,3073.75,3102.58,3063.4,338108493,348957704192.0,1.27,-0.34,-10.53,0.73
2022-05-17,3076.5,3093.7,3093.7,3057.64,330356536,351671300096.0,1.17,0.65,19.95,0.71
2022-05-18,3095.89,3085.98,3105.84,3071.31,315037924,338849161216.0,1.12,-0.25,-7.72,0.68
2022-05-19,3046.71,3096.96,3096.96,3042.67,336600750,360018210816.0,1.76,0.36,10.98,0.73
2022-05-20,3107.09,3146.57,3146.57,3107.09,372336635,415306219520.0,1.27,1.6,49.61,0.8
2022-05-23,3150.49,3146.86,3150.51,3127.9,353376325,381178568704.0,0.72,0.01,0.29,0.76
2022-05-24,3149.06,3070.93,3153.13,3070.93,416312159,438605377536.0,2.61,-2.41,-75.93,0.9
2022-05-25,3070.17,3107.46,3107.63,3069.95,342259228,342322167808.0,1.23,1.19,36.53,0.74
2022-05-26,3111.48,3123.11,3133.28,3079.48,370305518,377364656128.0,1.73,0.5,15.65,0.8
2022-05-27,3135.03,3130.24,3151.05,3112.54,359463867,372631597056.0,1.23,0.23,7.13,0.77
2022-05-30,3141.96,3149.06,3150.89,3123.15,349362286,376667693056.0,0.89,0.6,18.82,0.75
2022-05-31,3149.94,3186.43,3188.6,3142.0,374523264,432528023552.0,1.48,1.19,37.37,0.81
2022-06-01,3179.69,3182.16,3190.61,3160.04,365664433,402419941376.0,0.96,-0.13,-4.27,0.79
2022-06-02,3170.31,3195.46,3197.28,3163.76,361770632,413729263616.0,1.05,0.42,13.3,0.78
2022-06-06,3196.96,3236.37,3237.07,3181.65,422027835,517314347008.0,1.73,1.28,40.91,0.91
2022-06-07,3235.42,3241.76,3253.09,3222.64,402203220,482203197440.0,0.94,0.17,5.39,0.87
2022-06-08,3245.02,3263.79,3266.63,3216.01,434183270,508408532992.0,1.56,0.68,22.03,0.94
2022-06-09,3259.49,3238.95,3270.56,3223.48,422728371,468458213376.0,1.44,-0.76,-24.84,0.91
2022-06-10,3214.18,3284.83,3286.62,3210.81,439865731,504153681920.0,2.34,1.42,45.88,0.95
2022-06-13,3256.28,3255.55,3272.99,3229.31,438578312,511966171136.0,1.33,-0.89,-29.28,0.94
2022-06-14,3224.21,3288.91,3289.13,3195.82,450388188,513844989952.0,2.87,1.02,33.36,0.97
2022-06-15,3289.1,3305.41,3358.55,3288.85,550584131,621972529152.0,2.12,0.5,16.5,1.19
2022-06-16,3306.84,3285.38,3319.69,3277.53,433220869,506053992448.0,1.28,-0.61,-20.03,0.93
2022-06-17,3265.51,3316.79,3323.28,3262.89,395300700,497252171776.0,1.84,0.96,31.41,0.85
2022-06-20,3315.78,3315.43,3333.9,3292.93,413460411,527751757824.0,1.24,-0.04,-1.36,0.89
2022-06-21,3313.79,3306.72,3329.39,3279.83,394456891,471793643520.0,1.49,-0.26,-8.71,0.85
2022-06-22,3309.12,3267.2,3311.02,3266.54,375529782,440850993152.0,1.35,-1.2,-39.52,0.81
2022-06-23,3269.05,3320.15,3320.15,3262.29,400614211,474200109056.0,1.77,1.62,52.95,0.86
2022-06-24,3324.74,3349.75,3356.71,3322.95,390819735,509615996928.0,1.02,0.89,29.6,0.84
2022-06-27,3364.0,3379.19,3393.31,3364.0,414117737,541573844992.0,0.87,0.88,29.44,0.89
2022-06-28,3377.68,3409.21,3412.1,3358.87,412056517,525512511488.0,1.58,0.89,30.02,0.89
2022-06-29,3399.68,3361.52,3414.65,3358.47,440573560,561306976256.0,1.65,-1.4,-47.69,0.95
2022-06-30,3358.93,3398.62,3417.01,3358.93,381243177,510307205120.0,1.73,1.1,37.1,0.82
2022-07-01,3400.26,3387.64,3404.05,3378.36,350489298,458435289088.0,0.76,-0.32,-10.98,0.75
2022-07-04,3381.82,3405.43,3405.62,3364.09,357737920,489347956736.0,1.23,0.53,17.79,0.77
2022-07-05,3411.13,3404.03,3424.84,3372.06,411699671,516605702144.0,1.55,-0.04,-1.4,0.89
2022-07-06,3391.03,3355.35,3391.03,3333.1,384630047,487474667520.0,1.7,-1.43,-48.68,0.83
2022-07-07,3353.13,3364.4,3375.86,3332.31,334400202,438203113472.0,1.3,0.27,9.05,0.72
2022-07-08,3380.37,3356.08,3386.31,3354.12,322921073,421883932672.0,0.96,-0.25,-8.32,0.7
2022-07-11,3341.1,3313.58,3341.1,3297.01,342669194,424942268416.0,1.31,-1.27,-42.5,0.74
2022-07-12,3307.22,3281.47,3319.25,3277.08,334600539,410950560718.3,1.27,-0.97,-32.11,0.72
2022-07-13,3279.6,3284.29,3297.02,3266.48,331845669,394134617511.0,0.93,0.09,2.82,0.71
2022-07-14,3277.45,3281.74,3299.25,3261.49,355926432,431969353547.9,1.15,-0.08,-2.55,0.77
2022-07-15,3261.38,3228.06,3288.92,3228.06,380156371,460877019141.4,1.85,-1.64,-53.68,0.82
2022-07-18,3235.09,3278.1,3278.47,3226.23,348346022,423357272299.7,1.62,1.55,50.04,0.75
2022-07-19,3278.72,3279.43,3283.93,3256.02,315651918,396042358323.1,0.85,0.04,1.33,0.68
2022-07-20,3291.55,3304.72,3308.35,3287.74,301515123,383422746838.4,0.63,0.77,25.29,0.65
2022-07-21,3297.66,3272.0,3300.53,3272.0,332358707,420696576741.5,0.86,-0.99,-32.72,0.72
2022-07-22,3276.2,3269.97,3293.64,3246.73,300690066,383576011593.0,1.43,-0.06,-2.03,0.65
2022-07-25,3269.71,3250.39,3273.18,3243.03,271245744,348281870965.0,0.92,-0.6,-19.58,0.58
2022-07-26,3254.19,3277.44,3282.41,3246.04,259468676,334421587036.2,1.12,0.83,27.05,0.56
2022-07-27,3271.78,3275.76,3282.57,3265.73,249131485,339768241053.0,0.51,-0.05,-1.68,0.54
2022-07-28,3287.5,3282.58,3305.71,3277.11,288055056,395925555548.6,0.87,0.21,6.82,0.62
2022-07-29,3282.81,3253.24,3294.8,3246.37,307331047,410553093404.4,1.48,-0.89,-29.34,0.66
2022-08-01,3246.62,3259.96,3264.3,3225.55,292204805,399000239744.0,1.19,0.21,6.72,0.63
2022-08-02,3231.26,3186.27,3231.26,3155.19,394176168,475962696161.0,2.33,-2.26,-73.69,0.85
2022-08-03,3188.89,3163.67,3217.55,3159.46,324885673,455409764942.7,1.82,-0.71,-22.6,0.7
2022-08-04,3179.43,3189.04,3191.0,3155.7,260898943,371146916077.8,1.12,0.8,25.37,0.56
2022-08-05,3195.23,3227.03,3228.89,3184.45,274683729,414055641493.2,1.39,1.19,37.99,0.59
2022-08-08,3218.85,3236.93,3237.97,3214.08,254268050,392277178489.9,0.74,0.31,9.9,0.55
2022-08-09,3235.74,3247.43,3248.77,3227.54,259605467,391415560267.1,0.66,0.32,10.5,0.56
2022-08-10,3242.36,3230.02,3253.17,3217.81,257583592,390066120147.4,1.09,-0.54,-17.41,0.55
2022-08-11,3243.47,3281.67,3281.67,3237.9,300605376,427399149616.3,1.36,1.6,51.65,0.65
2022-08-12,3275.77,3276.89,3288.22,3272.84,299932928,403906156288.7,0.47,-0.15,-4.78,0.65
2022-08-15,3268.37,3276.09,3286.89,3261.82,287106773,387257744646.1,0.77,-0.02,-0.8,0.62
2022-08-16,3278.68,3277.88,3295.02,3271.57,303592274,409210082291.4,0.72,0.05,1.79,0.65
2022-08-17,3282.1,3292.53,3296.0,3263.35,326124759,423859011368.3,1.0,0.45,14.65,0.7
2022-08-18,3286.37,3277.54,3289.14,3270.56,301694778,418075199680.1,0.56,-0.46,-14.99,0.65
2022-08-19,3275.62,3258.08,3286.49,3258.06,333535471,457863361108.2,0.87,-0.59,-19.46,0.72
2022-08-22,3249.7,3277.79,3278.17,3247.19,314537869,427653295825.9,0.95,0.6,19.71,0.68
2022-08-23,3274.43,3276.22,3284.6,3262.63,316566356,418311743962.9,0.67,-0.05,-1.57,0.68
2022-08-24,3279.17,3215.2,3281.88,3212.39,366140577,458360278355.2,2.12,-1.86,-61.02,0.79
2022-08-25,3223.46,3246.25,3248.35,3199.12,336196165,419464277028.1,1.53,0.97,31.05,0.72
2022-08-26,3250.63,3236.22,3266.27,3232.28,309927554,397556251308.6,1.05,-0.31,-10.03,0.67
2022-08-29,3203.1,3240.73,3240.73,3199.0,297015097,363729979752.0,1.29,0.14,4.51,0.64
2022-08-30,3240.18,3227.22,3243.75,3212.63,294318914,353775673849.4,0.96,-0.42,-13.51,0.63
2022-08-31,3216.53,3202.14,3232.02,3184.39,344408829,431758007416.9,1.48,-0.78,-25.08,0.74
2022-09-01,3196.54,3184.98,3214.56,3181.63,274660541,336978641198.7,1.03,-0.54,-17.16,0.59
2022-09-02,3189.64,3186.48,3198.28,3173.79,250456911,313337604115.4,0.77,0.05,1.5,0.54
2022-09-05,3183.95,3199.91,3199.91,3172.04,280675633,339591536253.1,0.87,0.42,13.43,0.6
2022-09-06,3207.93,3243.45,3244.64,3203.82,318869689,378636070327.5,1.28,1.36,43.54,0.69
2022-09-07,3232.14,3246.29,3253.77,3227.82,301014466,368608741474.6,0.8,0.09,2.84,0.65
2022-09-08,3245.56,3235.59,3253.7,3233.8,281680358,328657091591.2,0.61,-0.33,-10.7,0.61
2022-09-09,3241.18,3262.05,3266.2,3236.51,283827665,338566713309.5,0.92,0.82,26.46,0.61
2022-09-13,3272.05,3263.8,3278.17,3259.66,276189823,339021890619.5,0.57,0.05,1.75,0.59
2022-09-14,3224.68,3237.54,3250.8,3221.96,255193365,306452822218.0,0.88,-0.8,-26.26,0.55
2022-09-15,3248.97,3199.92,3254.18,3174.39,325206121,392490591521.4,2.46,-1.16,-37.62,0.7
2022-09-16,3189.83,3126.4,3191.83,3126.4,316475893,355085342917.9,2.04,-2.3,-73.52,0.68
2022-09-19,3122.75,3115.6,3135.56,3101.22,249113662,289918817139.3,1.1,-0.35,-10.8,0.54
2022-09-20,3127.84,3122.41,3140.03,3114.04,219942534,268600300237.6,0.83,0.22,6.81,0.47
2022-09-21,3116.01,3117.18,3129.82,3091.3,232972496,269513754503.3,1.23,-0.17,-5.23,0.5
2022-09-22,3098.77,3108.91,3125.68,3092.82,221140689,269978597649.8,1.05,-0.27,-8.27,0.48
2022-09-23,3106.81,3088.37,3124.66,3072.24,243057719,285552915205.6,1.69,-0.66,-20.54,0.52
2022-09-26,3067.57,3051.23,3102.65,3048.51,262698628,293536440838.5,1.75,-1.2,-37.14,0.57
2022-09-27,3056.39,3093.86,3094.04,3048.37,232735303,290065702696.3,1.5,1.4,42.63,0.5
2022-09-28,3089.1,3045.07,3089.1,3044.86,230098650,276039741572.0,1.43,-1.58,-48.79,0.5
2022-09-29,3067.47,3041.2,3076.76,3026.08,230030416,276441059417.7,1.66,-0.13,-3.87,0.5
2022-09-30,3042.17,3024.39,3054.61,3021.93,204115336,240262768408.9,1.07,-0.55,-16.81,0.44
2022-10-10,3026.94,2974.15,3029.45,2968.28,243404828,290120024166.9,2.02,-1.66,-50.24,0.52
2022-10-11,2978.06,2979.79,2986.91,2953.5,208635950,246715637025.1,1.12,0.19,5.64,0.45
2022-10-12,2976.72,3025.51,3025.51,2934.09,248013557,306871328764.9,3.07,1.53,45.72,0.53
2022-10-13,3008.3,3016.36,3036.25,3004.5,249683281,317764786734.7,1.05,-0.3,-9.15,0.54
2022-10-14,3035.03,3071.99,3084.27,3035.03,277304061,372050694578.9,1.63,1.84,55.63,0.6
2022-10-17,3060.52,3084.94,3087.19,3052.71,262608618,349214469685.4,1.12,0.42,12.95,0.57
2022-10-18,3094.93,3080.96,3099.92,3074.22,245634757,326002905366.0,0.83,-0.13,-3.98,0.53
2022-10-19,3073.26,3044.38,3081.39,3044.38,230895310,313108348652.4,1.2,-1.19,-36.58,0.5
2022-10-20,3029.3,3035.05,3070.26,3013.69,244736145,340091337759.5,1.86,-0.31,-9.33,0.53
2022-10-21,3038.04,3038.93,3055.42,3026.96,245254122,315110985796.8,0.94,0.13,3.88,0.53
2022-10-24,3034.75,2977.56,3064.42,2965.17,298085356,394725942512.6,3.27,-2.02,-61.37,0.64
2022-10-25,2969.16,2976.28,3001.72,2944.26,255554160,337519280757.3,1.93,-0.04,-1.28,0.55
2022-10-26,2977.56,2999.5,3028.35,2977.56,268689492,372845274629.2,1.71,0.78,23.22,0.58
2022-10-27,3005.04,2982.9,3017.26,2981.69,265608254,381330371123.0,1.19,-0.55,-16.6,0.57
2022-10-28,2967.02,2915.93,2974.24,2908.98,292531308,385261361877.7,2.19,-2.25,-66.97,0.63
2022-10-31,2893.2,2893.48,2926.02,2885.09,301994203,396654162133.5,1.4,-0.77,-22.45,0.65
2022-11-01,2899.5,2969.2,2969.2,2896.76,319809578,431015902874.1,2.5,2.62,75.72,0.69
2022-11-02,2960.65,3003.37,3019.05,2954.95,325078248,457581522044.7,2.16,1.15,34.17,0.7
2022-11-03,2981.2,2997.81,3003.72,2977.72,259348567,370653283763.4,0.87,-0.19,-5.56,0.56
2022-11-04,2997.0,3070.8,3081.59,2997.0,329806740,458770093694.7,2.82,2.43,72.99,0.71
2022-11-07,3062.86,3077.82,3088.19,3054.46,320567097,424429131518.9,1.1,0.23,7.02,0.69
2022-11-08,3077.31,3064.49,3078.28,3047.46,256522007,338966942021.5,1.0,-0.43,-13.33,0.55
2022-11-09,3064.46,3048.17,3073.92,3046.19,235637324,306860895708.1,0.9,-0.53,-16.32,0.51
2022-11-10,3031.69,3036.13,3047.98,3022.85,270371798,335925917722.4,0.82,-0.39,-12.04,0.58
2022-11-11,3099.65,3087.29,3117.74,3070.3,409604534,513784597274.3,1.56,1.69,51.16,0.88
2022-11-14,3100.87,3083.4,3121.41,3075.22,361788216,454546731409.1,1.5,-0.13,-3.89,0.78
2022-11-15,3081.13,3134.08,3135.59,3074.5,331470577,446460007889.4,1.98,1.64,50.68,0.71
2022-11-16,3133.65,3119.98,3145.75,3115.35,303429844,386992905050.7,0.97,-0.45,-14.1,0.65
2022-11-17,3110.96,3115.43,3115.44,3087.17,287028407,377900109272.6,0.91,-0.15,-4.55,0.62
2022-11-18,3116.73,3097.24,3126.71,3096.89,299954276,389207386467.2,0.96,-0.58,-18.19,0.65
2022-11-21,3078.06,3085.04,3085.24,3056.17,256045549,345025496474.6,0.94,-0.39,-12.2,0.55
2022-11-22,3084.23,3088.94,3118.12,3076.32,327565927,374142821130.4,1.35,0.13,3.9,0.71
2022-11-23,3084.74,3096.91,3108.24,3075.32,326155449,356400844278.1,1.07,0.26,7.97,0.7
2022-11-24,3104.1,3089.31,3113.24,3084.86,267482928,308190185804.6,0.92,-0.25,-7.6,0.58
2022-11-25,3085.46,3101.69,3111.42,3077.97,311431979,325426338447.2,1.08,0.4,12.38,0.67
2022-11-28,3055.29,3078.55,3080.18,3034.7,305811284,338549350774.8,1.47,-0.75,-23.14,0.66
2022-11-29,3096.11,3149.75,3152.0,3096.11,391449748,439102619264.2,1.82,2.31,71.2,0.84
2022-11-30,3141.4,3151.34,3158.57,3137.37,372718321,404504379283.4,0.67,0.05,1.59,0.8
2022-12-01,3187.99,3165.47,3198.41,3164.53,387013056,462184974022.8,1.08,0.45,14.13,0.83
2022-12-02,3160.58,3156.14,3170.9,3149.84,307812484,366318678808.3,0.67,-0.29,-9.33,0.66
2022-12-05,3181.92,3211.81,3213.44,3177.06,447398437,479203617373.5,1.15,1.76,55.67,0.96
2022-12-06,3200.28,3212.53,3224.82,3195.08,373590296,435248700179.1,0.93,0.02,0.72,0.8
2022-12-07,3204.94,3199.62,3226.08,3188.67,354113078,402146133137.5,1.16,-0.4,-12.91,0.76
2022-12-08,3196.02,3197.35,3206.72,3187.26,320969294,364935622700.5,0.61,-0.07,-2.27,0.69
2022-12-09,3197.12,3206.95,3212.11,3182.91,373343209,447750222046.8,0.91,0.3,9.6,0.8
2022-12-12,3195.87,3179.04,3196.72,3176.58,333381792,394919615249.5,0.63,-0.87,-27.91,0.72
2022-12-13,3179.44,3176.33,3187.2,3171.48,285821200,333539763009.7,0.49,-0.09,-2.71,0.62
2022-12-14,3178.55,3176.53,3189.84,3168.59,265623569,333950671128.2,0.67,0.01,0.2,0.57
2022-12-15,3177.2,3168.65,3179.1,3158.45,243023333,305204998562.4,0.65,-0.25,-7.88,0.52
2022-12-16,3156.13,3167.86,3175.35,3151.61,259771795,307227738354.5,0.75,-0.02,-0.79,0.56
2022-12-19,3165.31,3107.12,3170.26,3096.1,278513541,307934621461.9,2.34,-1.92,-60.74,0.6
2022-12-20,3098.95,3073.77,3100.75,3061.51,218836766,261716073427.2,1.26,-1.07,-33.35,0.47
2022-12-21,3078.33,3068.41,3085.8,3060.55,189067920,226852792581.1,0.82,-0.17,-5.36,0.41
2022-12-22,3085.8,3054.43,3096.24,3044.6,223639537,266315477432.4,1.68,-0.46,-13.98,0.48
2022-12-23,3038.84,3045.87,3061.87,3031.54,192020305,233335246195.6,0.99,-0.28,-8.56,0.41
2022-12-26,3048.2,3065.56,3071.84,3047.35,206503893,255470265306.8,0.8,0.65,19.69,0.44
2022-12-27,3077.75,3095.57,3098.08,3074.31,222218322,267946785441.9,0.78,0.98,30.01,0.48
2022-12-28,3088.62,3087.4,3098.65,3079.43,224554151,260508525682.6,0.62,-0.26,-8.17,0.48
2022-12-29,3076.73,3073.7,3086.0,3064.46,215570676,253916981220.2,0.7,-0.44,-13.7,0.46
2022-12-30,3084.52,3089.26,3096.31,3082.2,217545344,250355950864.6,0.46,0.51,15.56,0.47
2023-01-03,3087.51,3116.51,3119.86,3073.05,281370362,331392138948.0,1.52,0.88,27.25,0.61
2023-01-04,3117.57,3123.52,3129.09,3109.45,273313626,316391228728.0,0.63,0.22,7.01,0.59
2023-01-05,3132.76,3155.22,3159.43,3130.23,257003018,335635934527.5,0.93,1.01,31.7,0.55
2023-01-06,3155.07,3157.64,3170.74,3151.84,257380255,338539843686.6,0.6,0.08,2.42,0.55
2023-01-09,3169.37,3176.08,3183.58,3165.43,258115218,342693770974.1,0.57,0.58,18.44,0.56
2023-01-10,3178.02,3169.51,3178.16,3165.14,232984175,310357698608.4,0.41,-0.21,-6.57,0.5
2023-01-11,3172.38,3161.84,3184.76,3160.89,237742869,309248892854.4,0.75,-0.24,-7.67,0.51
2023-01-12,3167.27,3163.45,3171.59,3153.4,216671305,275371843343.4,0.58,0.05,1.61,0.47
2023-01-13,3170.35,3195.31,3195.31,3167.51,220226897,288062499132.3,0.88,1.01,31.86,0.47
2023-01-16,3198.52,3227.59,3251.37,3197.32,306749549,413219640959.9,1.69,1.01,32.28,0.66
