序号,epochs,batch_size,learning_rate,l1_lambda,patience,TE,股票名称_1,股票名称_2,股票名称_3,股票名称_4,股票名称_5,股票名称_6,股票名称_7,股票名称_8,股票名称_9,股票名称_10,股票名称_11,股票名称_12,股票名称_13,股票名称_14,股票名称_15,股票名称_16,股票名称_17,股票名称_18,股票名称_19,股票名称_20,股票名称_21,股票名称_22,股票名称_23,股票名称_24,股票名称_25,股票名称_26,股票名称_27,股票名称_28,股票名称_29,股票名称_30,股票代码_1,股票代码_2,股票代码_3,股票代码_4,股票代码_5,股票代码_6,股票代码_7,股票代码_8,股票代码_9,股票代码_10,股票代码_11,股票代码_12,股票代码_13,股票代码_14,股票代码_15,股票代码_16,股票代码_17,股票代码_18,股票代码_19,股票代码_20,股票代码_21,股票代码_22,股票代码_23,股票代码_24,股票代码_25,股票代码_26,股票代码_27,股票代码_28,股票代码_29,股票代码_30,权重_1,权重_2,权重_3,权重_4,权重_5,权重_6,权重_7,权重_8,权重_9,权重_10,权重_11,权重_12,权重_13,权重_14,权重_15,权重_16,权重_17,权重_18,权重_19,权重_20,权重_21,权重_22,权重_23,权重_24,权重_25,权重_26,权重_27,权重_28,权重_29,权重_30
1,30000,64,0.001,0.1,100,119.32741935233639,中信特钢,新华保险,国泰君安,保利发展,古井贡酒,泰格医药,万 科Ａ,华利集团,浪潮信息,同花顺,中科曙光,三峡能源,中国能建,兴业证券,恒生电子,科大讯飞,农业银行,卫星化学,荣盛石化,德业股份,申万宏源,爱旭股份,联影医疗,北方稀土,宁德时代,中金公司,中国卫通,小商品城,东方雨虹,中国中冶,000708,601336,601211,600048,000596,300347,000002,300979,000977,300033,603019,600905,601868,601377,600570,002230,601288,002648,002493,605117,000166,600732,688271,600111,300750,601995,601698,600415,002271,601618,5.8895967e-07,5.818292e-07,5.77991e-07,5.6193545e-07,5.588736e-07,5.5533826e-07,5.483001e-07,5.475773e-07,5.457799e-07,5.2875987e-07,5.1155644e-07,5.0776276e-07,5.0150265e-07,4.9855925e-07,4.874227e-07,4.7176758e-07,4.6337453e-07,4.6171746e-07,4.582432e-07,4.5361682e-07,4.4663807e-07,4.4258442e-07,4.3751498e-07,4.331365e-07,4.2683772e-07,4.2496853e-07,4.05746e-07,4.0429455e-07,3.970276e-07,3.943391e-07
